vessel_name,imo_number,trajectory_sequence_json,current_port,current_status
Advantage Verdict,IMO9933535,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2022-11-07"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-09"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-17"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-02-21"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-09-20"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2023-10-07"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-05-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-18"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-25"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-03-31"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2025-04-17"", ""lat"": 29.87, ""lon"": 121.55}]",Ningbo-Zhoushan,Waiting at anchor
Advantage Victory,IMO9933547,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-01-20"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-03-07"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-08-14"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-01-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-02-18"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-08-14"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Advantage Vision,IMO9933559,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-10-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-05-09"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-06-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-06"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Waiting at anchor
Advantage Vital,IMO9933561,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-07-04"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-12-06"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-01-30"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-07-25"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2025-08-11"", ""lat"": 35.5, ""lon"": 129.38}]",Ulsan,Waiting at anchor
Adventure,IMO9286073,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-02-19"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-02-27"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2021-02-18"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2021-03-18"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2021-07-06"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-07-14"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-09-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2022-06-23"", ""lat"": 24.09, ""lon"": 38.06}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-31"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2022-11-17"", ""lat"": 29.87, ""lon"": 121.55}]",Ningbo-Zhoushan,Underway
Aegean Angel,IMO9290323,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-07-11"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-07-28"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-10-03"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-10-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-11-06"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-01-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-02-16"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-02-17"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-06"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2022-03-23"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-07-19"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-08-16"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-11-11"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-01-24"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-03-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2023-06-16"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2023-07-03"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2023-07-20"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2023-08-06"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-02-06"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
Aegean Dignity,IMO9290335,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-08-14"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-08-31"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-09-17"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-10-04"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-10-21"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2022-01-13"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-04-26"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-05-03"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-09-01"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Underway
Aegean Dream,IMO9645425,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-03-25"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-04-11"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-10-21"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2019-11-07"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2020-10-27"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2020-11-13"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2020-11-30"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""CNJGT"", ""name"": ""Tangshan (Jingtang)"", ""date"": ""2020-12-17"", ""lat"": 39.2, ""lon"": 119.01}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-07-24"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-08-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-09-25"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-12-20"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2025-01-20"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2025-02-06"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2025-02-23"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-10-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""ZASDB"", ""name"": ""Saldanha Bay"", ""date"": ""2025-10-19"", ""lat"": -33.02, ""lon"": 17.95}]",Saldanha Bay,Operating at berth
Aegean Horizon,IMO9326811,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-04-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-11-14"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-12-01"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-12-30"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-03-27"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2020-04-13"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2020-06-08"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2020-07-14"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-04-22"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-10-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-02-26"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-05-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2024-06-19"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-07-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-08-27"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-09-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2024-09-13"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2024-09-30"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2025-06-26"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2025-07-13"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2025-07-21"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2025-08-21"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Waiting at anchor
Aegean Marathon,IMO9745225,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-05-02"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-05-19"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-10-22"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2018-11-08"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-11-25"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-12-12"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-06-24"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2020-07-30"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2020-11-16"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-03-23"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2022-01-19"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-10-05"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-22"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-02-29"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-10-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2026-03-09"", ""lat"": 24.09, ""lon"": 38.06}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2026-04-03"", ""lat"": 24.09, ""lon"": 38.06}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2026-04-22"", ""lat"": 24.09, ""lon"": 38.06}]",Yanbu,Operating at berth
Aegean Unity,IMO9745237,"[{""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2018-03-22"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""NGBON"", ""name"": ""Bonny"", ""date"": ""2019-01-14"", ""lat"": 4.45, ""lon"": 7.16}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-08-07"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2019-08-24"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2019-09-10"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-11-13"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2019-11-30"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2019-12-17"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2020-01-03"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-01-20"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-09-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-10-10"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-05-13"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2022-05-30"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-05-31"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-06-15"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-04-20"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-06-08"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2023-06-25"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-12-22"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2025-05-16"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2025-10-29"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2026-01-27"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-03-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-04-09"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-04-26"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Aegean Vision,IMO9645437,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-04-02"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-04-19"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-01-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2019-02-10"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-02-27"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-11-04"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2019-11-21"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2019-11-21"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-12-08"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-12-25"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-01-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2020-01-28"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2021-05-10"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2021-05-27"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-05-03"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2022-07-13"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2022-10-06"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2022-10-23"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-07-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-09-06"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2023-09-21"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-10-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-11-06"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2024-11-23"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-12-16"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Aegean Winner,IMO1042524,"[{""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2026-09-14"", ""lat"": 29.87, ""lon"": 121.55}]",Ningbo-Zhoushan,Operating at berth
Aeolian Pearl,IMO9281118,"[{""port"": ""USHOU"", ""name"": ""Houston"", ""date"": ""2023-07-27"", ""lat"": 29.74, ""lon"": -95.27}]",Houston,Waiting at anchor
Africa,IMO9030929,"[{""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2022-05-06"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""USCRP"", ""name"": ""Corpus Christi"", ""date"": ""2022-09-29"", ""lat"": 27.81, ""lon"": -97.39}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-10-16"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USCRP"", ""name"": ""Corpus Christi"", ""date"": ""2022-10-21"", ""lat"": 27.81, ""lon"": -97.39}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-11-01"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-11-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2022-11-28"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2022-12-15"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2023-01-01"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-09-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2026-02-24"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
